Number,price,house_type,house_type_v2,house_type_2,rooms,rooms_v2,m2,m2_v2,price_m2,elevator,garage,neighborhood,district
8870,"5,500,000",chalet,Chalet,exterior,5,1 - 5 rooms,1.35,#N/A,"4,074,074",NO,SI,Casa o chalet independiente en Conde Orgaz-Piovera,Hortaleza
8871,"580,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,144,Piso intermedio,"4,028",SI,SI,Sanchinarro,Hortaleza
8872,"385,000",planta 8,Plantas intermedias,exterior,1,1 - 5 rooms,65,Piso peque,"5,923",SI,SI,Virgen del Cortijo - Manoteras,Hortaleza
8873,"1,690,000",casa,Casa,exterior,4,1 - 5 rooms,482,#N/A,"3,506",NO,SI,Chalet pareado en Conde Orgaz-Piovera,Hortaleza
8874,"1,100,000",planta 5,Plantas intermedias,exterior,3,1 - 5 rooms,150,Piso intermedio,"7,333",SI,SI,ﾃ》ico en Conde Orgaz-Piovera,Hortaleza
8875,"795,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,165,Piso intermedio,"4,818",SI,SI,Conde Orgaz-Piovera,Hortaleza
8876,"1,300,000",casa,Casa,exterior,5,1 - 5 rooms,270,#N/A,"4,815",NO,SI,Conde Orgaz-Piovera,Hortaleza
8877,"275,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,76,Piso peque,"3,618",NO,NO,Pinar del Rey,Hortaleza
8878,"1,300,000",chalet,Chalet,exterior,5,1 - 5 rooms,270,#N/A,"4,815",NO,SI,Chalet adosado en Conde Orgaz-Piovera,Hortaleza
8879,"2,980,000",chalet,Chalet,exterior,7,6 - 10 rooms,850,#N/A,"3,506",NO,SI,Casa o chalet independiente en Conde Orgaz-Piovera,Hortaleza
8880,"1,653,600",casa,Casa,exterior,5,1 - 5 rooms,348,#N/A,"4,752",NO,SI,Chalet pareado en Palomas,Hortaleza
8881,"650,000",planta 5,Plantas intermedias,exterior,2,1 - 5 rooms,130,Piso intermedio,"5,000",SI,NO,Conde Orgaz-Piovera,Hortaleza
8882,"860,000",planta 2,Plantas inferiores,exterior,4,1 - 5 rooms,368,#N/A,"2,337",SI,SI,Valdebebas - Valdefuentes,Hortaleza
8883,"550,000",bajo,Sotano,exterior,2,1 - 5 rooms,91,Piso peque,"6,044",SI,SI,Conde Orgaz-Piovera,Hortaleza
8884,"675,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,134,Piso intermedio,"5,037",SI,SI,Conde Orgaz-Piovera,Hortaleza
8885,"3,500,000",chalet,Chalet,exterior,6,6 - 10 rooms,724,#N/A,"4,834",NO,SI,Casa o chalet independiente en Conde Orgaz-Piovera,Hortaleza
8886,"155,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,70,Piso peque,"2,214",NO,NO,Canillas,Hortaleza
8887,"850,000",chalet,Chalet,exterior,6,6 - 10 rooms,425,#N/A,"2,000",NO,SI,Chalet pareado en Valdebebas - Valdefuentes,Hortaleza
8888,"278,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,91,Piso peque,"3,055",SI,NO,Apﾃｳstol Santiago,Hortaleza
8889,"355,000",planta 16,Plantas altas,exterior,1,1 - 5 rooms,69,Piso peque,"5,145",SI,SI,Virgen del Cortijo - Manoteras,Hortaleza
8890,"498,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,108,Piso intermedio,"4,611",SI,NO,Virgen del Cortijo - Manoteras,Hortaleza
8891,"498,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,108,Piso intermedio,"4,611",SI,SI,Virgen del Cortijo - Manoteras,Hortaleza
8892,"465,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,105,Piso intermedio,"4,429",SI,SI,Sanchinarro,Hortaleza
8893,"470,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,106,Piso intermedio,"4,434",SI,SI,Sanchinarro,Hortaleza
8894,"1,890,000",chalet,Chalet,exterior,5,1 - 5 rooms,395,#N/A,"4,785",NO,SI,Chalet pareado en Palomas,Hortaleza
8895,"270,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,85,Piso peque,"3,176",SI,NO,Pinar del Rey,Hortaleza
8896,"2,200,000",chalet,Chalet,exterior,6,6 - 10 rooms,554,#N/A,"3,971",NO,SI,Casa o chalet independiente en Conde Orgaz-Piovera,Hortaleza
8897,"1,500,000",chalet,Chalet,exterior,5,1 - 5 rooms,400,#N/A,"3,750",NO,SI,Chalet adosado en Conde Orgaz-Piovera,Hortaleza
8898,"550,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,120,Piso intermedio,"4,583",SI,SI,Sanchinarro,Hortaleza
8899,"3,130,000",bajo,Sotano,exterior,4,1 - 5 rooms,335,Piso muy grande,"9,343",SI,SI,Conde Orgaz-Piovera,Hortaleza
8900,"580,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,144,Piso intermedio,"4,028",SI,SI,Sanchinarro,Hortaleza
8901,"800,000",planta 5,Plantas intermedias,exterior,3,1 - 5 rooms,215,Piso grande,"3,721",SI,SI,Valdebebas - Valdefuentes,Hortaleza
8902,"329,000",planta 6,Plantas intermedias,exterior,3,1 - 5 rooms,82,Piso peque,"4,012",SI,NO,Pinar del Rey,Hortaleza
8903,"1,990,000",chalet,Chalet,exterior,5,1 - 5 rooms,360,#N/A,"5,528",NO,SI,Chalet adosado en Conde Orgaz-Piovera,Hortaleza
8904,"260,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,85,Piso peque,"3,059",SI,NO,Pinar del Rey,Hortaleza
8905,"199,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,72,Piso peque,"2,764",SI,NO,Pinar del Rey,Hortaleza
8906,"990,000",chalet,Chalet,exterior,6,6 - 10 rooms,297,#N/A,"3,333",NO,SI,Valdebebas - Valdefuentes,Hortaleza
8907,"259,000",planta 15,Plantas altas,exterior,2,1 - 5 rooms,51,Piso peque,"5,078",SI,NO,ﾃ》ico en Pinar del Rey,Hortaleza
8908,"170,000",bajo,Sotano,exterior,1,1 - 5 rooms,47,Piso peque,"3,617",SI,NO,Virgen del Cortijo - Manoteras,Hortaleza
8909,"6,500,000",chalet,Chalet,exterior,8,6 - 10 rooms,900,#N/A,"7,222",NO,SI,Casa o chalet independiente en Conde Orgaz-Piovera,Hortaleza
8910,"149,000",bajo,Sotano,exterior,1,1 - 5 rooms,49,Piso peque,"3,041",NO,NO,Pinar del Rey,Hortaleza
8911,"329,000",planta 3,Plantas inferiores,exterior,1,1 - 5 rooms,68,Piso peque,"4,838",SI,SI,Sanchinarro,Hortaleza
8912,"995,000",chalet,Chalet,exterior,2,1 - 5 rooms,370,#N/A,"2,689",NO,SI,Chalet adosado en Pinar del Rey,Hortaleza
8913,"2,690,000",chalet,Chalet,exterior,5,1 - 5 rooms,350,#N/A,"7,686",NO,NO,Casa o chalet independiente en Conde Orgaz-Piovera,Hortaleza
8914,"580,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,144,Piso intermedio,"4,028",SI,SI,Sanchinarro,Hortaleza
8915,"2,790,000",chalet,Chalet,exterior,5,1 - 5 rooms,800,#N/A,"3,488",NO,SI,Casa o chalet independiente en Conde Orgaz-Piovera,Hortaleza
8916,"510,000",planta 5,Plantas intermedias,exterior,4,1 - 5 rooms,120,Piso intermedio,"4,250",SI,SI,Sanchinarro,Hortaleza
8917,"3,450,000",planta 4,Plantas inferiores,exterior,5,1 - 5 rooms,370,#N/A,"9,324",SI,SI,ﾃ》ico en Conde Orgaz-Piovera,Hortaleza
8918,"1,300,000",chalet,Chalet,exterior,5,1 - 5 rooms,332,#N/A,"3,916",NO,SI,Chalet adosado en Conde Orgaz-Piovera,Hortaleza
8919,"329,000",planta 3,Plantas inferiores,exterior,1,1 - 5 rooms,70,Piso peque,"4,700",SI,SI,Sanchinarro,Hortaleza
8920,"380,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,103,Piso intermedio,"3,689",SI,SI,Conde Orgaz-Piovera,Hortaleza
8921,"579,000",planta 3,Plantas inferiores,exterior,4,1 - 5 rooms,156,Piso intermedio,"3,712",SI,SI,Sanchinarro,Hortaleza
8922,"280,000",planta 5,Plantas intermedias,exterior,2,1 - 5 rooms,88,Piso peque,"3,182",SI,NO,Pinar del Rey,Hortaleza
8923,"435,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,90,Piso peque,"4,833",SI,NO,Canillas,Hortaleza
8924,"182,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,72,Piso peque,"2,528",NO,NO,Pinar del Rey,Hortaleza
8925,"1,290,000",chalet,Chalet,exterior,5,1 - 5 rooms,420,#N/A,"3,071",NO,SI,Chalet adosado en Conde Orgaz-Piovera,Hortaleza
8926,"965,000",planta 3,Plantas inferiores,exterior,4,1 - 5 rooms,226,#N/A,"4,270",SI,SI,Palomas,Hortaleza
8927,"1,390,000",chalet,Chalet,exterior,5,1 - 5 rooms,306,Piso muy grande,"4,542",NO,SI,Conde Orgaz-Piovera,Hortaleza
8928,"465,000",planta 14,Plantas altas,exterior,2,1 - 5 rooms,126,Piso intermedio,"3,690",SI,SI,Virgen del Cortijo - Manoteras,Hortaleza
8929,"156,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,61,Piso peque,"2,557",NO,NO,Canillas,Hortaleza
8930,"1,800,000",chalet,Chalet,exterior,5,1 - 5 rooms,409,#N/A,"4,401",NO,NO,Canillas,Hortaleza
8931,"564,948",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,138,Piso intermedio,"4,094",SI,SI,Valdebebas - Valdefuentes,Hortaleza
8932,"565,879",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,139,Piso intermedio,"4,071",SI,SI,Valdebebas - Valdefuentes,Hortaleza
8933,"448,745",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,108,Piso intermedio,"4,155",SI,SI,Valdebebas - Valdefuentes,Hortaleza
8934,"404,000",planta 11,Plantas altas,exterior,3,1 - 5 rooms,164,Piso intermedio,"2,463",SI,SI,Sanchinarro,Hortaleza
8935,"2,750,000",chalet,Chalet,exterior,5,1 - 5 rooms,701,#N/A,"3,923",NO,SI,Casa o chalet independiente en Conde Orgaz-Piovera,Hortaleza
8936,"4,500,000",chalet,Chalet,exterior,8,6 - 10 rooms,865,#N/A,"5,202",NO,SI,Casa o chalet independiente en Conde Orgaz-Piovera,Hortaleza
8937,"415,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,86,Piso peque,"4,826",SI,SI,Canillas,Hortaleza
8938,"193,300",bajo,Sotano,exterior,1,1 - 5 rooms,67,Piso peque,"2,885",SI,SI,Conde Orgaz-Piovera,Hortaleza
8939,"350,000",planta 9,Plantas intermedias,exterior,3,1 - 5 rooms,100,Piso peque,"3,500",SI,NO,Pinar del Rey,Hortaleza
8940,"645,000",planta 4,Plantas inferiores,exterior,4,1 - 5 rooms,130,Piso intermedio,"4,962",SI,SI,Sanchinarro,Hortaleza
8941,"339,000",chalet,Chalet,exterior,4,1 - 5 rooms,110,Piso intermedio,"3,082",NO,NO,Apﾃｳstol Santiago,Hortaleza
8942,"179,900",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,60,Piso peque,"2,998",SI,NO,Pinar del Rey,Hortaleza
8943,"177,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,67,Piso peque,"2,642",NO,NO,Pinar del Rey,Hortaleza
8944,"3,700,000",chalet,Chalet,exterior,12,+10 rooms,1.38,#N/A,"2,681,159",NO,NO,Conde Orgaz-Piovera,Hortaleza
8945,"815,000",planta 3,Plantas inferiores,exterior,4,1 - 5 rooms,228,Piso grande,"3,575",SI,SI,Apﾃｳstol Santiago,Hortaleza
8946,"1,690,000",chalet,Chalet,exterior,4,1 - 5 rooms,482,#N/A,"3,506",NO,SI,Conde Orgaz-Piovera,Hortaleza
8947,"3,100,000",chalet,Chalet,exterior,7,6 - 10 rooms,750,Piso muy grande,"4,133",NO,SI,Chalet adosado en Conde Orgaz-Piovera,Hortaleza
8948,"420,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,96,Piso peque,"4,375",SI,SI,Sanchinarro,Hortaleza
8949,"820,000",planta 3,Plantas inferiores,exterior,4,1 - 5 rooms,166,Piso intermedio,"4,940",SI,SI,Conde Orgaz-Piovera,Hortaleza
8950,"240,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,74,Piso peque,"3,243",NO,NO,Pinar del Rey,Hortaleza
8951,"420,000",planta 5,Plantas intermedias,exterior,4,1 - 5 rooms,122,Piso intermedio,"3,443",SI,NO,Pinar del Rey,Hortaleza
8952,"228,000",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,56,Piso peque,"4,071",SI,NO,Canillas,Hortaleza
8953,"110,000",bajo,Sotano,exterior,1,1 - 5 rooms,62,Piso peque,"1,774",SI,NO,Pinar del Rey,Hortaleza
8954,"556,000",planta 5,Plantas intermedias,exterior,3,1 - 5 rooms,113,Piso intermedio,"4,920",SI,SI,Sanchinarro,Hortaleza
8955,"280,000",planta 2,Plantas inferiores,exterior,1,1 - 5 rooms,118,Piso intermedio,"2,373",SI,SI,Virgen del Cortijo - Manoteras,Hortaleza
8956,"495,000",planta 2,Plantas inferiores,exterior,1,1 - 5 rooms,84,Piso peque,"5,893",SI,SI,Conde Orgaz-Piovera,Hortaleza
8957,"359,900",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,117,Piso intermedio,"3,076",SI,NO,Canillas,Hortaleza
8958,"350,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,91,Piso peque,"3,846",SI,SI,Canillas,Hortaleza
8959,"530,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,130,Piso intermedio,"4,077",SI,SI,Sanchinarro,Hortaleza
8960,"625,000",planta 3,Plantas inferiores,exterior,4,1 - 5 rooms,145,Piso intermedio,"4,310",SI,SI,Sanchinarro,Hortaleza
8961,"860,000",planta 8,Plantas intermedias,exterior,2,1 - 5 rooms,203,Piso grande,"4,236",SI,SI,Valdebebas - Valdefuentes,Hortaleza
8962,"860,000",planta 8,Plantas intermedias,exterior,2,1 - 5 rooms,202,Piso grande,"4,257",SI,SI,Valdebebas - Valdefuentes,Hortaleza
8963,"210,000",planta 2,Plantas inferiores,exterior,4,1 - 5 rooms,80,Piso peque,"2,625",NO,NO,Canillas,Hortaleza
8964,"1,690,000",chalet,Chalet,exterior,5,1 - 5 rooms,422,Piso muy grande,"4,005",NO,SI,Chalet pareado en Conde Orgaz-Piovera,Hortaleza
8965,"485,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,91,Piso peque,"5,330",SI,SI,Sanchinarro,Hortaleza
8966,"1,050,000",planta 1,Plantas inferiores,exterior,6,6 - 10 rooms,250,Piso grande,"4,200",SI,SI,Canillas,Hortaleza
8967,"995,000",planta 1,Plantas inferiores,exterior,4,1 - 5 rooms,209,Piso grande,"4,761",SI,SI,Conde Orgaz-Piovera,Hortaleza
8968,"565,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,107,Piso intermedio,"5,280",SI,SI,Conde Orgaz-Piovera,Hortaleza
8969,"285,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,62,Piso peque,"4,597",SI,SI,Pinar del Rey,Hortaleza
8970,"935,000",bajo,Sotano,exterior,5,1 - 5 rooms,264,#N/A,"3,542",SI,SI,Sanchinarro,Hortaleza
8971,"260,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,75,Piso peque,"3,467",SI,NO,Pinar del Rey,Hortaleza
8972,"1,180,000",planta 2,Plantas inferiores,exterior,4,1 - 5 rooms,361,#N/A,"3,269",SI,SI,Conde Orgaz-Piovera,Hortaleza
8973,"829,000",planta 2,Plantas inferiores,exterior,4,1 - 5 rooms,178,Piso grande,"4,657",SI,SI,Valdebebas - Valdefuentes,Hortaleza
8974,"433,000",planta 7,Plantas intermedias,exterior,2,1 - 5 rooms,87,Piso peque,"4,977",SI,NO,Virgen del Cortijo - Manoteras,Hortaleza
8975,"424,000",planta 5,Plantas intermedias,exterior,2,1 - 5 rooms,87,Piso peque,"4,874",SI,NO,Virgen del Cortijo - Manoteras,Hortaleza
8976,"595,000",planta 1,Plantas inferiores,exterior,4,1 - 5 rooms,120,Piso intermedio,"4,958",SI,SI,Sanchinarro,Hortaleza
8977,"230,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,67,Piso peque,"3,433",NO,NO,Pinar del Rey,Hortaleza
8978,"915,500",planta 20,#N/A,exterior,3,1 - 5 rooms,226,#N/A,"4,051",SI,NO,Virgen del Cortijo - Manoteras,Hortaleza
8979,"185,000",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,60,Piso peque,"3,083",NO,NO,Pinar del Rey,Hortaleza
8980,"3,495,000",chalet,Chalet,exterior,5,1 - 5 rooms,1.32,#N/A,"2,647,727",NO,SI,Conde Orgaz-Piovera,Hortaleza
8981,"250,000",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,78,Piso peque,"3,205",SI,NO,Canillas,Hortaleza
8982,"899,000",planta 5,Plantas intermedias,exterior,2,1 - 5 rooms,133,Piso intermedio,"6,759",SI,SI,ﾃ》ico en Palomas,Hortaleza
8983,"1,100,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,163,Piso intermedio,"6,748",SI,NO,Conde Orgaz-Piovera,Hortaleza
8984,"1,132,000",planta 1,Plantas inferiores,exterior,4,1 - 5 rooms,172,Piso grande,"6,581",SI,NO,Conde Orgaz-Piovera,Hortaleza
8985,"197,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,68,Piso peque,"2,897",NO,NO,Pinar del Rey,Hortaleza
8986,"915,500",planta 20,#N/A,exterior,3,1 - 5 rooms,176,Piso grande,"5,202",SI,NO,Virgen del Cortijo - Manoteras,Hortaleza
8987,"706,500",planta 18,#N/A,exterior,3,1 - 5 rooms,157,Piso intermedio,"4,500",SI,NO,Virgen del Cortijo - Manoteras,Hortaleza
8988,"620,500",planta 20,#N/A,exterior,2,1 - 5 rooms,101,Piso intermedio,"6,144",SI,NO,Virgen del Cortijo - Manoteras,Hortaleza
8989,"603,500",planta 15,Plantas altas,exterior,3,1 - 5 rooms,112,Piso intermedio,"5,388",SI,NO,Virgen del Cortijo - Manoteras,Hortaleza
8990,"466,500",planta 14,Plantas altas,exterior,2,1 - 5 rooms,87,Piso peque,"5,362",SI,NO,Virgen del Cortijo - Manoteras,Hortaleza
8991,"392,500",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,87,Piso peque,"4,511",SI,NO,Virgen del Cortijo - Manoteras,Hortaleza
8992,"420,000",planta 3,Plantas inferiores,exterior,4,1 - 5 rooms,143,Piso intermedio,"2,937",SI,NO,Pinar del Rey,Hortaleza
8993,"599,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,134,Piso intermedio,"4,470",SI,SI,Valdebebas - Valdefuentes,Hortaleza
8994,"419,500",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,127,Piso intermedio,"3,303",NO,NO,Virgen del Cortijo - Manoteras,Hortaleza
8995,"800,000",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,175,Piso grande,"4,571",SI,SI,Conde Orgaz-Piovera,Hortaleza
8996,"480,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,122,Piso intermedio,"3,934",SI,SI,Valdebebas - Valdefuentes,Hortaleza
8997,"292,000",planta 6,Plantas intermedias,exterior,1,1 - 5 rooms,52,Piso peque,"5,615",SI,SI,Sanchinarro,Hortaleza
8998,"495,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,133,Piso intermedio,"3,722",SI,NO,Canillas,Hortaleza
8999,"785,000",planta 3,Plantas inferiores,exterior,4,1 - 5 rooms,230,Piso grande,"3,413",SI,NO,Apﾃｳstol Santiago,Hortaleza
9000,"1,580,000",casa,Casa,exterior,4,1 - 5 rooms,379,#N/A,"4,169",NO,SI,Valdebebas - Valdefuentes,Hortaleza
9001,"488,000",planta 6,Plantas intermedias,exterior,2,1 - 5 rooms,125,Piso intermedio,"3,904",SI,SI,Virgen del Cortijo - Manoteras,Hortaleza
9002,"149,000",planta 5,Plantas intermedias,exterior,2,1 - 5 rooms,68,Piso peque,"2,191",NO,NO,Pinar del Rey,Hortaleza
9003,"329,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,105,Piso intermedio,"3,133",SI,NO,Apﾃｳstol Santiago,Hortaleza
9004,"419,500",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,127,Piso intermedio,"3,303",NO,NO,Virgen del Cortijo - Manoteras,Hortaleza
9005,"640,000",planta 5,Plantas intermedias,exterior,4,1 - 5 rooms,133,Piso intermedio,"4,812",SI,SI,Sanchinarro,Hortaleza
9006,"430,000",planta 7,Plantas intermedias,exterior,2,1 - 5 rooms,89,Piso peque,"4,831",SI,SI,Sanchinarro,Hortaleza
9007,"419,500",planta 2,Plantas inferiores,,2,1 - 5 rooms,127,Piso intermedio,"3,303",SI,NO,Virgen del Cortijo - Manoteras,Hortaleza
9008,"860,900",planta 4,Plantas inferiores,,4,1 - 5 rooms,209,Piso grande,"4,119",SI,SI,Palomas,Hortaleza
9009,"925,000",planta 5,Plantas intermedias,exterior,5,1 - 5 rooms,304,#N/A,"3,043",SI,SI,Sanchinarro,Hortaleza
9010,"525,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,120,Piso intermedio,"4,375",SI,SI,Sanchinarro,Hortaleza
9011,"315,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,85,Piso peque,"3,706",SI,NO,Pinar del Rey,Hortaleza
9012,"195,000",planta 4,Plantas inferiores,exterior,4,1 - 5 rooms,77,Piso peque,"2,532",NO,NO,Canillas,Hortaleza
9013,"792,000",planta 19,Plantas altas,exterior,3,1 - 5 rooms,182,Piso grande,"4,352",SI,SI,Virgen del Cortijo - Manoteras,Hortaleza
9014,"329,000",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,62,Piso peque,"5,306",SI,SI,Sanchinarro,Hortaleza
9015,"860,900",bajo,Sotano,exterior,4,1 - 5 rooms,112,Piso intermedio,"7,687",SI,SI,Palomas,Hortaleza
9016,"1,750,000",chalet,Chalet,exterior,4,1 - 5 rooms,307,Piso muy grande,"5,700",NO,SI,Palomas,Hortaleza
9017,"860,900",planta 4,Plantas inferiores,exterior,4,1 - 5 rooms,180,Piso grande,"4,783",SI,SI,Palomas,Hortaleza
9018,"269,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,88,Piso peque,"3,057",NO,NO,Pinar del Rey,Hortaleza
9019,"349,000",planta 3,Plantas inferiores,exterior,1,1 - 5 rooms,80,Piso peque,"4,363",SI,SI,Canillas,Hortaleza
9020,"295,000",planta 5,Plantas intermedias,exterior,3,1 - 5 rooms,106,Piso intermedio,"2,783",SI,NO,Pinar del Rey,Hortaleza
9021,"670,000",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,114,Piso intermedio,"5,877",SI,SI,Conde Orgaz-Piovera,Hortaleza
9022,"415,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,100,Piso peque,"4,150",SI,SI,Pinar del Rey,Hortaleza
9023,"465,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,105,Piso intermedio,"4,429",SI,SI,Sanchinarro,Hortaleza
9024,"670,000",casa,Casa,exterior,4,1 - 5 rooms,190,Piso grande,"3,526",NO,SI,Conde Orgaz-Piovera,Hortaleza
9025,"380,000",chalet,Chalet,exterior,4,1 - 5 rooms,215,Piso grande,"1,767",NO,NO,Chalet adosado en Valdebebas - Valdefuentes,Hortaleza
9026,"584,990",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,130,Piso intermedio,"4,500",SI,SI,Valdebebas - Valdefuentes,Hortaleza
9027,"529,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,112,Piso intermedio,"4,723",SI,SI,Valdebebas - Valdefuentes,Hortaleza
9028,"390,000",entreplanta,Plantas inferiores,exterior,2,1 - 5 rooms,139,Piso intermedio,"2,806",SI,SI,Canillas,Hortaleza
9029,"182,000",bajo,Sotano,exterior,2,1 - 5 rooms,70,Piso peque,"2,600",NO,NO,Canillas,Hortaleza
9030,"715,000",planta 5,Plantas intermedias,exterior,4,1 - 5 rooms,227,Piso grande,"3,150",SI,SI,Palomas,Hortaleza
9031,"1,290,000",chalet,Chalet,exterior,6,6 - 10 rooms,416,#N/A,"3,101",NO,SI,Canillas,Hortaleza
9032,"490,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,120,Piso intermedio,"4,083",SI,SI,Sanchinarro,Hortaleza
9033,"305,000",planta 7,Plantas intermedias,exterior,3,1 - 5 rooms,85,Piso peque,"3,588",SI,NO,Pinar del Rey,Hortaleza
9034,"405,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,109,Piso intermedio,"3,716",SI,NO,Canillas,Hortaleza
9035,"228,000",planta 1,Plantas inferiores,,1,1 - 5 rooms,56,Piso peque,"4,071",SI,NO,Canillas,Hortaleza
9036,"419,500",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,127,Piso intermedio,"3,303",SI,NO,Virgen del Cortijo - Manoteras,Hortaleza
9037,"246,000",bajo,Sotano,exterior,2,1 - 5 rooms,98,Piso peque,"2,510",SI,NO,Apﾃｳstol Santiago,Hortaleza
9038,"345,000",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,82,Piso peque,"4,207",SI,SI,Conde Orgaz-Piovera,Hortaleza
9039,"1,255,000",chalet,Chalet,exterior,4,1 - 5 rooms,220,Piso grande,"5,705",NO,NO,Canillas,Hortaleza
9040,"291,000",bajo,Sotano,exterior,4,1 - 5 rooms,116,Piso intermedio,"2,509",SI,NO,Canillas,Hortaleza
9041,"325,000",planta 4,Plantas inferiores,exterior,1,1 - 5 rooms,60,Piso peque,"5,417",SI,SI,Sanchinarro,Hortaleza
9042,"1,050,000",planta 1,Plantas inferiores,exterior,6,6 - 10 rooms,250,Piso grande,"4,200",SI,SI,Canillas,Hortaleza
9043,"330,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,125,Piso intermedio,"2,640",SI,NO,Canillas,Hortaleza
9044,"760,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,147,Piso intermedio,"5,170",SI,SI,Palomas,Hortaleza
9045,"660,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,150,Piso intermedio,"4,400",SI,SI,Sanchinarro,Hortaleza
9046,"559,000",planta 5,Plantas intermedias,exterior,4,1 - 5 rooms,132,Piso intermedio,"4,235",SI,SI,Sanchinarro,Hortaleza
9047,"545,000",planta 6,Plantas intermedias,exterior,3,1 - 5 rooms,220,Piso grande,"2,477",SI,SI,Conde Orgaz-Piovera,Hortaleza
